exam_year,exam_type,phase,institute_code,college_name,branch_code,branch_name,category,gender,opening_rank,closing_rank,location,district,college_type,affiliated_to
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC_I,GIRLS,61664,61664,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC_II,BOYS,142641,142641,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC_II,GIRLS,146313,146313,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC_III,BOYS,30319,30319,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),SC_III,GIRLS,134361,134361,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,BOYS,146395,146395,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,GIRLS,146833,146833,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),EWS,BOYS,86949,86949,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),EWS,GIRLS,86949,86949,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,BOYS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),OC,GIRLS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,BOYS,134126,134126,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,134126,134126,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,BOYS,130881,130881,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_B,GIRLS,130881,130881,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,GIRLS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,BOYS,119753,119753,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_D,GIRLS,132468,132468,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,BOYS,128526,128526,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_E,GIRLS,129292,129292,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_I,BOYS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_I,GIRLS,72585,72585,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_II,BOYS,136038,136038,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_II,GIRLS,146691,146691,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_III,BOYS,122987,122987,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),SC_III,GIRLS,139264,139264,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,BOYS,143921,143921,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,GIRLS,145866,145866,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,BOYS,122899,122899,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),EWS,GIRLS,122899,122899,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,OC,BOYS,73080,73080,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,OC,GIRLS,73080,73080,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,BOYS,129744,129744,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,129744,129744,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,BOYS,125112,125112,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_B,GIRLS,125112,125112,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,73080,73080,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_C,GIRLS,73080,73080,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,BOYS,117042,117042,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_D,GIRLS,117042,117042,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,BOYS,135182,135182,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,BC_E,GIRLS,135182,135182,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_I,BOYS,142839,142839,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_I,GIRLS,142839,142839,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_II,BOYS,139879,139879,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_II,GIRLS,139879,139879,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_III,BOYS,127764,127764,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,SC_III,GIRLS,130837,130837,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,ST,BOYS,137828,137828,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,ST,GIRLS,148661,148661,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,EWS,BOYS,134221,134221,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSE,COMPUTER SCIENCE AND ENGINEERING,EWS,GIRLS,134221,134221,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),OC,BOYS,53968,53968,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),OC,GIRLS,53968,53968,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,BOYS,97472,97472,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,97472,97472,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_B,BOYS,111326,111326,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_B,GIRLS,111326,111326,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,53968,53968,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,GIRLS,125416,125416,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_D,BOYS,111975,111975,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_D,GIRLS,119066,119066,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_E,BOYS,117027,117027,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_E,GIRLS,117027,117027,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_I,BOYS,53968,53968,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_I,GIRLS,137323,137323,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_II,BOYS,133733,133733,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_II,GIRLS,133733,133733,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_III,BOYS,94234,94234,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SC_III,GIRLS,138258,138258,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,BOYS,141632,141632,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,GIRLS,141632,141632,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,BOYS,83337,83337,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,GIRLS,92527,92527,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,BOYS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,GIRLS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,BOYS,142485,142485,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,142485,142485,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_B,BOYS,144850,144850,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_B,GIRLS,145044,145044,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,BOYS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,GIRLS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_D,BOYS,130566,130566,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_D,GIRLS,130566,130566,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_E,BOYS,97828,97828,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_E,GIRLS,121935,121935,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_I,BOYS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_I,GIRLS,66090,66090,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_II,BOYS,143697,143697,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_II,GIRLS,143697,143697,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_III,BOYS,137919,137919,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,SC_III,GIRLS,137919,137919,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,BOYS,141796,141796,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,GIRLS,141796,141796,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,BOYS,106825,106825,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,EWS,GIRLS,106825,106825,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,BOYS,75481,75481,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,GIRLS,75481,75481,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,BOYS,133504,133504,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,133504,133504,HAYATHNAGAR,RR,PVT,JNTUH
2025,TS_EAMCET,FINAL,KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES (AUTONOMOUS),EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_B,BOYS,134296,134296,HAYATHNAGAR,RR,PVT,JNTUH
